NM_001180043.1	YAL068C
NM_001184279.1	YPR182W
NM_001184280.1	YPR183W
NM_001184281.1	YPR184W
NM_001184282.1	YPR185W
NM_001184283.1	YPR186C
NM_001184284.1	YPR187W
NM_001184285.1	YPR188C
NM_001184286.1	YPR189W
NM_001184287.1	YPR190C
NM_001184288.1	YPR191W
NM_001184289.1	YPR192W
NM_001184290.1	YPR193C
NM_001184291.1	YPR194C
NM_001348889.1	YPR195C
NM_001184293.1	YPR196W
NM_001184295.1	YPR198W
NM_001184296.1	YPR199C
NM_001184297.1	YPR200C
NM_001184298.1	YPR201W
NM_001184299.1	YPR202W
NM_001184300.1	YPR203W
NM_001184301.1	YPR204W
unassigned_transcript_294	tP(UGG)Q
unassigned_transcript_295	Q0020
unassigned_transcript_296	tW(UCA)Q
unassigned_transcript_297	Q0045
unassigned_transcript_298	Q0070
unassigned_transcript_299	Q0065
unassigned_transcript_300	Q0060
unassigned_transcript_301	Q0055
unassigned_transcript_302	Q0050
unassigned_transcript_303	Q0075
unassigned_transcript_304	Q0080
unassigned_transcript_305	Q0085
unassigned_transcript_306	tE(UUC)Q
unassigned_transcript_307	Q0105
unassigned_transcript_308	Q0120
unassigned_transcript_309	Q0115
unassigned_transcript_310	Q0110
unassigned_transcript_311	Q0130
unassigned_transcript_312	tS(UGA)Q2
unassigned_transcript_313	Q0140
unassigned_transcript_314	Q0158
unassigned_transcript_315	Q0160
unassigned_transcript_316	tT(UGU)Q1
unassigned_transcript_317	tC(GCA)Q
unassigned_transcript_318	tH(GUG)Q
unassigned_transcript_319	tL(UAA)Q
unassigned_transcript_320	tQ(UUG)Q
unassigned_transcript_321	tK(UUU)Q
unassigned_transcript_322	tR(UCU)Q1
unassigned_transcript_323	tG(UCC)Q
unassigned_transcript_324	tD(GUC)Q
unassigned_transcript_325	tS(GCU)Q1
unassigned_transcript_326	tR(ACG)Q2
unassigned_transcript_327	tA(UGC)Q
unassigned_transcript_328	tI(GAU)Q
unassigned_transcript_329	tY(GUA)Q
unassigned_transcript_330	tN(GUU)Q
unassigned_transcript_331	tM(CAU)Q1
unassigned_transcript_332	Q0250
unassigned_transcript_333	Q0255
unassigned_transcript_334	tF(GAA)Q
unassigned_transcript_335	tT(UAG)Q2
unassigned_transcript_336	tV(UAC)Q
unassigned_transcript_337	Q0275
unassigned_transcript_338	tM(CAU)Q2
unassigned_transcript_339	Q0285
